timestamp,cpu_usage,memory_usage,api_latency,error_rate,anomaly,severity,root_cause,incident_risk_score,incident_risk
2026-01-01 00:00:00,54.96714153011233,56.60992254381837,106.43010539025556,1.856576783541071,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:01:00,48.61735698828815,56.372687132929165,113.89001073892696,1.96734409625969,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:02:00,56.47688538100692,45.63485461895988,108.05237877909714,2.0642948785875816,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:03:00,65.23029856408026,57.3592784663885,122.2083609389224,2.94686146164618,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:04:00,47.65846625276664,65.86263265457396,143.94357062923825,1.2527826915132565,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:05:00,47.6586304305082,49.80614304738564,104.5791568571759,1.15365300848734,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:06:00,65.79212815507391,68.38786120840474,140.0164099553683,3.236619742142975,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:07:00,57.67434729152909,63.90219856867471,104.36655855306223,1.5373552581187018,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:08:00,45.30525614065048,54.126133424231696,103.04745575006233,0.7369646464229338,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:09:00,55.42560043585965,58.86776290129722,136.37189236686427,1.51487005790013,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:10:00,45.365823071875376,72.78657446112827,138.43872756015233,1.6699472647559992,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:11:00,45.34270246429743,65.86838250804692,137.02819873525308,3.5549627277257647,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:12:00,52.41962271566034,60.07026923918518,93.68405183563718,2.924826212376737,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:13:00,30.86719755342202,58.098533464312126,110.680980438559,3.1475206166322423,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:14:00,32.75082167486967,60.61287256361328,136.45977184006642,2.819973642346786,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:15:00,44.37712470759027,55.90589153646157,120.83083681127788,2.946243671615314,0,NORMAL,No Incident,0.0,LOW
2026-01-01 00:16:00,39.87168879665576,43.16200395424788,98.52614307605072,1.311917873419682,0,NORMAL,No Incident,0.0,LOW
